epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.08799999952316284,2.401141405105591,0.15,0.10249999910593033,3.057055711746216
1,0.10400000214576721,3.97048020362854,0.15,0.10520000010728836,7.674315929412842
2,0.11400000005960464,12.731902122497559,0.15,0.11999999731779099,36.6223030090332
3,0.14000000059604645,52.41158676147461,0.15,0.10660000145435333,118.72185516357422
4,0.12399999797344208,152.55801391601562,0.15,0.1006999984383583,299.7897644042969
5,0.11800000071525574,368.89404296875,0.15,0.09669999778270721,632.197509765625
6,0.10999999940395355,759.4531860351562,0.15,0.09380000084638596,1182.3616943359375
7,0.10400000214576721,1366.4039306640625,0.15,0.0917000025510788,2037.105712890625
8,0.10000000149011612,2229.949951171875,0.105000004,0.0908999964594841,2869.109375
